,ID,OPSHEET ID,SITE NO,SITE,DATE,MUNICIPALITY,BUS PRIORITY
403,404,3050_sheet004.htm,3050.0,"BELL
  STREET/ CUMBERLAND ROAD",2009-08-18 00:00:00,MORELAND,"['Vehicle detector for bus', 'Vehicle detector for bus']"
404,405,3050_sheet012.htm,3050.0,"BELL
  STREET/ CUMBERLAND ROAD",2009-08-18 00:00:00,MORELAND,"['Bus on detectors 9 and 10 sets MSS1.', 'Detectors 9 and 10 (Bus Operation)']"
405,406,3101_sheet001.htm,3101.0,"BLUFF
  ROAD / HIGHETT ROAD",2011-01-10 00:00:00,BAYSIDE,['Reprogram for bus detectors. Other changes as per highlighted.']
406,407,3118_sheet004.htm,3118.0,"BRUNSWICK
  ROAD / GIBSON AVENUE (ULTIMATE)",2006-03-23 00:00:00,MORELAND,"['VEH DET. FOR BUS', 'VEH DET. FOR BUS', 'VEH DET. FOR BUS', 'VEH DET. FOR BUS']"
407,408,3118_sheet005.htm,3118.0,"BRUNSWICK
  ROAD / GIBSON AVENUE (ULTIMATE)",2006-03-23 00:00:00,MORELAND,['Bus on Det 10']
408,409,3118_sheet008.htm,3118.0,"BRUNSWICK
  ROAD / GIBSON AVENUE (ULTIMATE)",2006-03-23 00:00:00,MORELAND,['DELAY TIMER 1 - BUS (DET 7 & 8)']
409,410,3118_sheet012.htm,3118.0,"BRUNSWICK
  ROAD / GIBSON AVENUE (ULTIMATE)",2006-03-23 00:00:00,MORELAND,"['XSF3 \x96 Bus calls are cancelled and Timers reset after two cycles.', 'Detectors 5 - 10 (Bus Operation)', 'Timer status for the bus calls can be monitored by observing the LED display on the front panel as follows:', 'Bus calls are cancelled and timers reset if the timers have been expired for more than one cycle.', 'Bus calls are cancelled and timers reset if the timers have been expired for more than two cycles if XSF3 is set.']"
410,411,3128_sheet002.htm,3128.0,CANTERBURY ROAD NR ROCHESTER ROAD,2008-09-02 00:00:00,BOROONDARA,['Detectors 7 & 8 are bus detectors']
411,412,3128_sheet004.htm,3128.0,CANTERBURY ROAD NR ROCHESTER ROAD,2008-09-02 00:00:00,BOROONDARA,"['Bus Detector - Refer to notes', 'Bus Detector - Refer to notes']"
412,413,3128_sheet008.htm,3128.0,CANTERBURY ROAD NR ROCHESTER ROAD,2008-09-02 00:00:00,BOROONDARA,['SG1 & SG2 ALL-RED under Side Road Queue or Bus Control Operation']
413,414,3128_sheet011.htm,3128.0,CANTERBURY ROAD NR ROCHESTER ROAD,2008-09-02 00:00:00,BOROONDARA,"['XSF1 \x96 Inhibit calls for P1 via bus Detectors 7 and 8', '2. Bus being detected via Detectors 7 and 8;', ', which cancels the demand for the closure of SG1, SG2 & SG4 via the queuing or bus operations.', 'OPERATION OF BUS DETECTORS (Detectors 7 and 8)', '2. The demand for the closure of SG1, SG2 & SG4 via Bus Detectors 7 and 8 is a non-locking call. i.e. if the conditions mentioned in a, b, and c above are satisfied then the call for P1 will be maintained until Detector 7 changes to the off state or the closure of SG1, SG2 & SG4.', '3. If SG1, SG2 & SG4 close down due to the Bus Detectors 7 and 8, set MSS 4 flag for the duration specified in Special Purpose Timesetting No. 22.', '4. If XSF1 is set, disable the calling of the closure of SG1, SG2 & SG4 via Bus Detectors 7 and 8.']"
414,415,3131_sheet004.htm,3131.0,"CANTERBURY
  RD / STATION ST",2011-04-28 00:00:00,WHITEHORSE,"['BUS', 'BUS']"
415,416,3137_sheet001.htm,3137.0,"CANTERBURY
  ROAD NR CLYDESDALE STREET",2011-09-12 00:00:00,WHITEHORSE,['Paired bus detectors added in Haig Street (Detectors 10 & 11)']
416,417,3137_sheet002.htm,3137.0,"CANTERBURY
  ROAD NR CLYDESDALE STREET",2011-09-12 00:00:00,WHITEHORSE,['Detectors 10 & 11 are paired bus detectors']
417,418,3137_sheet003.htm,3137.0,"CANTERBURY
  ROAD NR CLYDESDALE STREET",2011-09-12 00:00:00,WHITEHORSE,['Refer also to PUFFIN Notes (Pages 3/1 & 3/2) and Bus Detection Notes (Page 3/3)']
418,419,3137_sheet004.htm,3137.0,"CANTERBURY
  ROAD NR CLYDESDALE STREET",2011-09-12 00:00:00,WHITEHORSE,"['Bus Detector (Refer Page 3/3)', 'Bus Detector (Refer Page 3/3)']"
419,420,3137_sheet011.htm,3137.0,"CANTERBURY
  ROAD NR CLYDESDALE STREET",2011-09-12 00:00:00,WHITEHORSE,"['Inhibit special operation of Bus Detectors 10 & 11', 'OPERATION OF BUS DETECTORS 10 & 11']"
420,421,3146_sheet004.htm,3146.0,CHELTENHAM RD / BUNNINGS / COMMERCIAL GATEWAY,2012-12-17 00:00:00,GREATER DANDENONG,"['SG 7 (BUS)', 'SG 7 (BUS)']"
421,422,3146_sheet012.htm,3146.0,CHELTENHAM RD / BUNNINGS / COMMERCIAL GATEWAY,2012-12-17 00:00:00,GREATER DANDENONG,"['EØ (BUS PRIORITY PHASE) OPERATION', 'BUS EARLY START OPERATION (SIGNAL GROUP 7)', 'Detectors 2 & 3 \x96 Bus Detection']"
422,423,3151_sheet002.htm,3151.0,"SPRINGVALE
  ROAD / KEYLANA DRIVE / ACCESS ROADS",2011-08-08 00:00:00,KINGSTON,['4. SG11 is a 1-aspect (W) bus lantern.']
423,424,3151_sheet004.htm,3151.0,"SPRINGVALE
  ROAD / KEYLANA DRIVE / ACCESS ROADS",2011-08-08 00:00:00,KINGSTON,['Bus Loop']
424,425,3151_sheet013.htm,3151.0,"SPRINGVALE
  ROAD / KEYLANA DRIVE / ACCESS ROADS",2011-08-08 00:00:00,KINGSTON,['(BUS EARLY START OPERATION)']
425,426,3185_sheet002.htm,3185.0,ST ALBANS ROAD NR PRINCESS STREET,2016-09-20 00:00:00,BRIMBANK,['BUS']
426,427,3190_sheet002.htm,3190.0,"MIDDLEBOROUGH
  ROAD NR KATRINA STREET",2012-08-22 00:00:00,WHITEHORSE,"['Detectors 3, 4, 5, 6, 7 and 8 are bus/vehicle queue loops']"
427,428,3190_sheet006.htm,3190.0,"MIDDLEBOROUGH
  ROAD NR KATRINA STREET",2012-08-22 00:00:00,WHITEHORSE,"['REQUIRED OCCUPATION TIME FOR DET3 WHEN ACTING AS A BUS DETECTOR', 'REQUIRED OCCUPATION TIME FOR DET5 WHEN ACTING AS A BUS DETECTOR']"
428,429,3190_sheet010.htm,3190.0,"MIDDLEBOROUGH
  ROAD NR KATRINA STREET",2012-08-22 00:00:00,WHITEHORSE,"['Inhibit calling of P1 via Detectors 3 and 4 acting as bus detectors.', 'Inhibit calling of P1 via Detectors 5 and 6 acting as bus detectors.', 'Bus being detected via Detectors 3 and 4 on Katrina Street', 'Bus being detected via Detectors 5 and 6 on Heathfield Rise', 'NOTE B - OPERATION OF DETECTORS 3 & 4 ACTING AS BUS DETECTORS', 'Enable the calling of P1 via Bus Detectors 3 and 4 in the manner described below:', 'The demand for P1 via Bus Detectors 3 and 4 is a non-locking call, i.e. if the conditions mentioned in a, b and c above are satisfied then the call for P1 will be maintained until Detector 3 changes to the off state or P1 operates.', 'If P1 is demanded and operates due to the Bus Detectors 3 and 4, set MSS1 flag.', 'NOTE C - OPERATION OF DETECTORS 5 & 6 ACTING AS BUS DETECTORS', 'Enable the calling of P1 via Bus Detectors 5 and 6 in the manner described below:', 'The demand for P1 via Bus Detectors 5 and 6 is a non-locking call. i.e. if the conditions mentioned in a, b and c above are satisfied then the call for P1 will be maintained until Detector 5 changes to the off state or P1 operates.', 'If P1 is demanded and operates due to the Bus Detectors 5 and 6, set MSS2 flag.']"
429,430,3294_sheet004.htm,3294.0,RACECOURSE ROAD / AZOLA DRIVE / HENRY STREET,2017-07-12 00:00:00,CARDINIA,"['also Bus (SG8)', 'Bus Loop (SG8)']"
430,431,3294_sheet013.htm,3294.0,RACECOURSE ROAD / AZOLA DRIVE / HENRY STREET,2017-07-12 00:00:00,CARDINIA,"['When set Inhibit Bus detectors 5 & 14 from calling CØ', 'When set Inhibit Bus detectors 5 & 14 from calling SG8 in AØ & EØ', 'Signal Group 8 (BUS \x93B\x94 display) & Signal Group 2', 'SG8 is a BUS \x91B\x92 (White) lantern', 'Detector 5 and 14 (BUS detector operation)']"
431,432,3320_sheet001.htm,3320.0,VICTORIA PARADE NR SIMPSON STREET,2015-07-10 00:00:00,MELBOURNE,"['BARIS ERAL, TRAM AND BUS PROJECTS', 'TRAM AND BUS PROJECTS - SIGNAL INSTALLATION']"
432,433,3320_sheet002.htm,3320.0,VICTORIA PARADE NR SIMPSON STREET,2015-07-10 00:00:00,MELBOURNE,"['BUS LANE', 'Detector 1 is a vehicle detector for bus']"
433,434,3349_sheet001.htm,3349.0,"DIAMOND
  CREEK RD/ST HELENA RD",2010-05-11 00:00:00,BANYULE,"['New phasing for bus priority, LED upgrade', '( VEHICLE FOR BUS )']"
434,435,3360_sheet012.htm,3360.0,"BANKSIA
  STREET/ LOWER HEIDELBERG ROAD",2010-07-21 00:00:00,BANYULE,['Detectors 2-3 (Bus Operation)']
435,436,3384_sheet001.htm,3384.0,"HODDLE
  STREET / LANGRIDGE STREET",2012-11-12 00:00:00,YARRA,"['Changes to phasing for modified bus priority, addition of XSF12,']"
436,437,3384_sheet008.htm,3384.0,"HODDLE
  STREET / LANGRIDGE STREET",2012-11-12 00:00:00,YARRA,['EØ maximum extension green when bus detected with XSF12 set.']
437,438,3384_sheet012.htm,3384.0,"HODDLE
  STREET / LANGRIDGE STREET",2012-11-12 00:00:00,YARRA,"['- Selects special maximum extension green for EØ if a bus is detected (Master & Flexi).', '- Set by bus on detector 14 and 15.', '- Set by bus on detector 6 and 16.', 'Set by bus leaving detector 6.', 'SG7 only runs with SG8 in FØ if SG8 is demanded by a bus via detectors 14 and 15.', 'If a bus is detected (bus on detector 6 or Flag X set in EØ) and XSF12 is set, EØ is expired after a special maximum extension time (Refer to Special Purpose Timesetting No. 14).']"
438,439,4515_sheet004.htm,4515.0,"LA
  TROBE STREET NR WURUNDJERI WAY",2013-11-06 00:00:00,MELBOURNE,"['Bus Detector.', 'Bus leaving Det 5 sets MSS3', 'Bus Detector.', 'Bus leaving Det 6 sets MSS4']"
439,440,4521_sheet004.htm,4521.0,"SPENCER
  STREET / DUDLEY STREET",2012-12-18 00:00:00,MELBOURNE,"['Bus transfer of demand', 'BUS']"
440,441,4521_sheet008.htm,4521.0,"SPENCER
  STREET / DUDLEY STREET",2012-12-18 00:00:00,MELBOURNE,['AØ and DØ late start with no bus demands']
441,442,4521_sheet010.htm,4521.0,"SPENCER
  STREET / DUDLEY STREET",2012-12-18 00:00:00,MELBOURNE,['Bus Priority Operation']
442,443,4521_sheet012.htm,4521.0,"SPENCER
  STREET / DUDLEY STREET",2012-12-18 00:00:00,MELBOURNE,"['- Bus calls are cancelled & timer reset if the timer has been expired for > 1 cycle (Online).', '- Bus calls are cancelled & timer reset if the timer has been expired for > 3 cycles (Online).', '- Set by bus on detector 1 and 16.', '- Bus leaving detector 19.', '- Set by bus on detector 5 and 17.', '- Set by bus leaving detector 1.', '- Set by bus leaving detector 5.', 'Detectors 1, 5, 16 and 17 (Spencer Street Bus Operation)']"
443,444,4565_sheet004.htm,4565.0,"FLINDERS
  STREET / MARKET STREET",2012-09-27 00:00:00,MELBOURNE,['VEH DET FOR BUS']
444,445,4565_sheet013.htm,4565.0,"FLINDERS
  STREET / MARKET STREET",2012-09-27 00:00:00,MELBOURNE,"['XSF9 - Inhibits the bus detectors calling EØ.', 'Bus Detectors 17 & 18', 'Bus on detector 18 places a non locking call for EØ, extends EØ and sets MSS5.', 'Tram and bus calls are cancelled and timers reset if the timers have been expired for more than']"
445,446,4572_sheet004.htm,4572.0,"QUEEN
  STREET/FLINDERS LANE",2012-09-10 00:00:00,MELBOURNE,['PB for bus']
446,447,4572_sheet012.htm,4572.0,"QUEEN
  STREET/FLINDERS LANE",2012-09-10 00:00:00,MELBOURNE,"['BUS OPERATION', 'The bus push button (detector 4) places a locking call for BØ & DØ.', 'The bus detectors (Detector 2 & detector 3) place non-locking calls for BØ & DØ when:-', 'The bus detectors (Detector 2 & detector 3) can be inhibited from calling BØ & DØ:', 'The bus detectors (Detector 2 & detector 3) will place locking calls for BØ & DØ when the conditions specified in 2.(i), (ii) and (iii) above are met, and if Z- is set (both Flexilink and Masterlink).']"
447,448,4614_sheet004.htm,4614.0,"CENTRE
  ROAD NR BIGNELL ROAD",2010-07-22 00:00:00,GLEN EIRA,['Bus detectors- refer to general Notes on Page 3/1']
448,449,4614_sheet006.htm,4614.0,"CENTRE
  ROAD NR BIGNELL ROAD",2010-07-22 00:00:00,GLEN EIRA,"['PRESENCE TIME FOR DETECTOR 4 (BUS)', 'P1 WALK TIME SUBSTITUTION, WHEN DEMANDED BY DETECTOR 4 (BUS)']"
449,450,4614_sheet009.htm,4614.0,"CENTRE
  ROAD NR BIGNELL ROAD",2010-07-22 00:00:00,GLEN EIRA,"['Bus being detected via Detectors 4 and 5 (Refer to Note A - below).', 'OPERATION OF BUS DETECTORS (Detectors 4 and 5)', 'The demand for P1 via Bus Detectors 4 and 5 is a non-locking call. i.e. if the conditions mentioned in a, b, c above are satisfied then the call for P1 will be maintained until Detector 4 changes to the off state or P1 operates.', 'If P1 is demanded and operates due to the Bus Detectors 4 and 5, set MSS 2 flag for the duration specified in Special Purpose Timesetting No. 14.', 'If P1 is demanded by Detectors 4 and 5 (Bus) and not by Detector 3 (Pedestrian Push Button), then substitute P1 walk time with the time stored in Special Purpose Timesetting No. 13.', 'If P1 is demanded by Detector 3 (Pedestrian Push Button) as well as Detectors 4 and 5 (Bus), then do', 'If XSF 1 flag is set, disable the calling of Pedestrian P1 via Bus Detectors 4 and 5.']"
450,451,4740_sheet001.htm,4740.0,CHAPEL STREET / ALEXANDRA AVENUE / CHURCH STREET,2014-06-24 00:00:00,STONNINGTON,['Add SG17 Bus lane and loops & Bike lanterns on P1 & P2']
451,452,4740_sheet004.htm,4740.0,CHAPEL STREET / ALEXANDRA AVENUE / CHURCH STREET,2014-06-24 00:00:00,STONNINGTON,"['Bus Loop', 'BUS Loop']"
452,453,4740_sheet008.htm,4740.0,CHAPEL STREET / ALEXANDRA AVENUE / CHURCH STREET,2014-06-24 00:00:00,STONNINGTON,"['Timer 9: Bus Late Start period in D', 'Timer to late start SG7 if SG17 (bus) operates']"
453,454,4740_sheet012.htm,4740.0,CHAPEL STREET / ALEXANDRA AVENUE / CHURCH STREET,2014-06-24 00:00:00,STONNINGTON,"['Inhibits detector 5 & 17 from calling SG17 (BUS display) in DØ', 'Inhibits detector 5 & 17 from calling SG17 (BUS display) in C2Ø', 'SG7 operates Green/Yellow/Red in CØ and can be switched to blank in DØ, subject to SG17 (bus).', 'SG7 operates Green/Yellow/Red in CØ and can be switched to blank in DØ, subject to SG17 (bus). If SG17 operates, start Timer at the end of SG17 (', 'SG17 is a 1-aspect white \x93B\x94 (Bus) display', 'DØ or C2Ø, Bus Late Start)', 'SG8 operates Green/Yellow/Red in CØ and can be switched to blank in DØ, subject to SG17 (bus). If SG17 operates, start Timer at the end of SG17 (', 'BUS DETECTOR OPERATION', 'If XSF13 is set Inhibit Bus detectors 5 & 17 from calling SG17 in DØ.', 'If XSF14 is set Inhibit Bus detectors 5 & 17 from calling SG17 in C2Ø.']"
454,455,4879_sheet001.htm,4879.0,QUEENSBRIDGE ST/POWER ST/WHITEMAN ST,2015-04-24 00:00:00,MELBOURNE,['Implement Bus Priority']
455,456,4879_sheet005.htm,4879.0,QUEENSBRIDGE ST/POWER ST/WHITEMAN ST,2015-04-24 00:00:00,MELBOURNE,"['Bus/Tram on det 22', 'Bus on det 23']"
456,457,4879_sheet008.htm,4879.0,QUEENSBRIDGE ST/POWER ST/WHITEMAN ST,2015-04-24 00:00:00,MELBOURNE,['Ignore bus detector 23 if ON for this time']
457,458,4879_sheet013.htm,4879.0,QUEENSBRIDGE ST/POWER ST/WHITEMAN ST,2015-04-24 00:00:00,MELBOURNE,"['- Bus on detector 23 sets MSS4.', 'Detector 23 (Bus)', 'Bus on detector 23 sets MSS4. MSS4 is set until bus leaves detector 23.']"
458,459,4882_sheet004.htm,4882.0,CITY RD/ MORAY ST/ QUEENSBRIDGE ST,2015-05-22 00:00:00,MELBOURNE,['BUS LANE']
459,460,4882_sheet008.htm,4882.0,CITY RD/ MORAY ST/ QUEENSBRIDGE ST,2015-05-22 00:00:00,MELBOURNE,['Alternate FØ minimum green (if bus on detector 13 at the start of FØ)']
460,461,4882_sheet013.htm,4882.0,CITY RD/ MORAY ST/ QUEENSBRIDGE ST,2015-05-22 00:00:00,MELBOURNE,"['MSS13- Bus leaving detector 5 sets MSS13.', 'Signal Group 1 (Bus) And Signal Group 6 in F Phase', '1. Bus Group SG1 runs during FØ late start period if demanded.', 'If there is a demand on detector 13 prior to the start of FØ (i.e. a bus is present):', 'If there is no demand for SG1 in FØ (ie. a bus not detected on detector 13), cancel FØ late start period, (i.e. SG6 starts at the start of FØ - start of FØ minimum green) if not from CØ or EØ.', 'If from CØ or EØ and no demand for SG1 in FØ (ie. bus not detected on detector 13), expire FØ late start when Timer C expires. Timer C uses AØ special all red and starts at the start of FØ late start.', 'Detectors 5 and 23 (Bus Operation)', 'Bus leaving detector 5 sets MSS13.']"
461,462,4895_sheet001.htm,4895.0,QUEENS BRIDGE ST/ CROWN PORTE COCHERE EXIT,2015-05-19 00:00:00,MELBOURNE,['New phasing for shared bus and tram lane']
462,463,4895_sheet005.htm,4895.0,QUEENS BRIDGE ST/ CROWN PORTE COCHERE EXIT,2015-05-19 00:00:00,MELBOURNE,['Tram/Bus on Det 14']
463,464,4932_sheet015.htm,4932.0,"MAIN ROAD EAST - WEST / ST ALBANS RD / MCKECHNIE
  ST",2017-12-01 00:00:00,BRIMBANK,"['- Set by bus on detector 22.', '- Set by bus leaving detector 22.', 'MSS1 is set when bus is on detector 22.', 'MSS2 is set when bus is leaving detector 22.']"
464,465,4955_sheet001.htm,4955.0,MARKET RD / SUNSHINE RD / WRIGHT ST,2011-08-09 00:00:00,BRIMBANK,['Provision of alternate sequence ACBDEF to improve bus operation.']
465,466,4987_sheet001.htm,4987.0,"PLENTY
  ROAD/ BETULA AVENUE/ BUS ACCESS",2006-10-24 00:00:00,WHITTLESEA,['PLENTY ROAD/ BETULA AVENUE/ BUS ACCESS']
466,467,4987_sheet002.htm,4987.0,"PLENTY
  ROAD/ BETULA AVENUE/ BUS ACCESS",2006-10-24 00:00:00,WHITTLESEA,['PLENTY ROAD/ BETULA AVENUE/ BUS ACCESS']
467,468,4987_sheet003.htm,4987.0,"PLENTY
  ROAD/ BETULA AVENUE/ BUS ACCESS",2006-10-24 00:00:00,WHITTLESEA,['PLENTY ROAD/ BETULA AVENUE/ BUS ACCESS']
468,469,4987_sheet004.htm,4987.0,"PLENTY
  ROAD/ BETULA AVENUE/ BUS ACCESS",2006-10-24 00:00:00,WHITTLESEA,['PLENTY ROAD/ BETULA AVENUE/ BUS ACCESS']
469,470,4987_sheet005.htm,4987.0,"PLENTY
  ROAD/ BETULA AVENUE/ BUS ACCESS",2006-10-24 00:00:00,WHITTLESEA,['PLENTY ROAD/ BETULA AVENUE/ BUS ACCESS']
470,471,4987_sheet006.htm,4987.0,"PLENTY
  ROAD/ BETULA AVENUE/ BUS ACCESS",2006-10-24 00:00:00,WHITTLESEA,['PLENTY ROAD/ BETULA AVENUE/ BUS ACCESS']
471,472,4987_sheet007.htm,4987.0,"PLENTY
  ROAD/ BETULA AVENUE/ BUS ACCESS",2006-10-24 00:00:00,WHITTLESEA,['PLENTY ROAD/ BETULA AVENUE/ BUS ACCESS']
472,473,4987_sheet008.htm,4987.0,"PLENTY
  ROAD/ BETULA AVENUE/ BUS ACCESS",2006-10-24 00:00:00,WHITTLESEA,['PLENTY ROAD/ BETULA AVENUE/ BUS ACCESS']
473,474,4987_sheet009.htm,4987.0,"PLENTY
  ROAD/ BETULA AVENUE/ BUS ACCESS",2006-10-24 00:00:00,WHITTLESEA,['PLENTY ROAD/ BETULA AVENUE/ BUS ACCESS']
474,475,4987_sheet010.htm,4987.0,"PLENTY
  ROAD/ BETULA AVENUE/ BUS ACCESS",2006-10-24 00:00:00,WHITTLESEA,['PLENTY ROAD/ BETULA AVENUE/ BUS ACCESS']
475,476,4987_sheet011.htm,4987.0,"PLENTY
  ROAD/ BETULA AVENUE/ BUS ACCESS",2006-10-24 00:00:00,WHITTLESEA,['PLENTY ROAD/ BETULA AVENUE/ BUS ACCESS']
476,477,4987_sheet012.htm,4987.0,"PLENTY
  ROAD/ BETULA AVENUE/ BUS ACCESS",2006-10-24 00:00:00,WHITTLESEA,"['Inhibits detectors 15 and 16 from calling SG3 (bus group) in AØ.', 'Inhibits detectors 15 and 16 from calling SG3 (bus group) in DØ.', 'SG3 is a single-aspect (W) bus display.']"
477,478,4987_sheet013.htm,4987.0,"PLENTY
  ROAD/ BETULA AVENUE/ BUS ACCESS",2006-10-24 00:00:00,WHITTLESEA,['PLENTY ROAD/ BETULA AVENUE/ BUS ACCESS']
478,479,4991_sheet002.htm,4991.0,MAHONEYS ROAD / HUGHES PARADE,2015-02-16 00:00:00,DAREBIN,['SG8 IS A 1-ASPECT (W) BUS DISPLAY']
479,480,4991_sheet004.htm,4991.0,MAHONEYS ROAD / HUGHES PARADE,2015-02-16 00:00:00,DAREBIN,"['VEH DET FOR BUS', 'VEH DET FOR BUS', 'VEH DET FOR BUS']"
480,481,4991_sheet012.htm,4991.0,MAHONEYS ROAD / HUGHES PARADE,2015-02-16 00:00:00,DAREBIN,"['- Set by bus on detectors 2 and 13.', '- Set by bus leaving detector 2.', 'Detectors 2 & 13 (Bus Operation)', '3. Bus leaving detector 2 sets MSS2.']"
481,482,4005_sheet001.htm,4005.0,MELVILLE ROAD/ ALBION STREET,2016-08-02 00:00:00,MORELAND,"['Add ""DA on S/C"" to bus detectors 11-13.']"
482,483,4005_sheet004.htm,4005.0,MELVILLE ROAD/ ALBION STREET,2016-08-02 00:00:00,MORELAND,"['Advance bus loop', 'Advance bus loop', 'Cancelling bus loop']"
483,484,4006_sheet004.htm,4006.0,SYDNEY ROAD/ALBION STREET,2015-07-09 00:00:00,MORELAND,"['BUS', 'BUS']"
484,485,4020_sheet004.htm,4020.0,LYGON STREET / GLENLYON ROAD,2016-09-01 00:00:00,MORELAND,"['BUS', 'BUS', 'BUS', 'BUS']"
485,486,4020_sheet013.htm,4020.0,LYGON STREET / GLENLYON ROAD,2016-09-01 00:00:00,MORELAND,"['Set by bus leaving detector 16.', 'Set by bus leaving detector 18.']"
486,487,4023_sheet001.htm,4023.0,NICHOLSON ST / ARTHURTON RD / BLYTH ST,2015-08-24 00:00:00,MORELAND,"['Fix P4 and Detectors 10 and 14 during dwell on red., fix bus detection,']"
487,488,4023_sheet004.htm,4023.0,NICHOLSON ST / ARTHURTON RD / BLYTH ST,2015-08-24 00:00:00,MORELAND,"['BUS', 'BUS']"
488,489,4023_sheet013.htm,4023.0,NICHOLSON ST / ARTHURTON RD / BLYTH ST,2015-08-24 00:00:00,MORELAND,"['- Bus leaving detector 18.', '- Bus activating detector 17.']"
489,490,4197_sheet004.htm,4197.0,"BUCKLEY
  STREET NR MCCRACKEN STREET",2008-02-01 00:00:00,MOONEE VALLEY,"['Vehicle Loop - Bus, Approach 1', 'Vehicle Loop - Bus, Approach 2']"
490,491,4197_sheet011.htm,4197.0,"BUCKLEY
  STREET NR MCCRACKEN STREET",2008-02-01 00:00:00,MOONEE VALLEY,"['BUS DETECTOR OPERATION', 'A bus leaving detector 3 sets MSS1 if:', 'A bus leaving detector 4 sets MSS2 if:']"
